(state,action)   init_cab_pos    next_cab_pos    psg_spawn_idx0    psg_spawn_idx1    psg_dest_idx0    psg_dest_idx1    reward
(0,south)	 (0,0) ---> (0,1)	 0 ---> 0	0 ---> 0 	 -1
(157,dropoff)	 (2,1) ---> (2,1)	 1 ---> 1	1 ---> 1 	 -5
(158,south)	 (3,1) ---> (3,2)	 1 ---> 1	1 ---> 1 	 -1
(158,north)	 (3,1) ---> (3,1)	 1 ---> 1	1 ---> 1 	 -2
(158,east)	 (3,1) ---> (3,1)	 1 ---> 1	1 ---> 1 	 -2
(158,west)	 (3,1) ---> (2,1)	 1 ---> 1	1 ---> 1 	 -1
(158,pickup)	 (3,1) ---> (3,1)	 1 ---> 1	1 ---> 1 	 -5
(158,dropoff)	 (3,1) ---> (3,1)	 1 ---> 1	1 ---> 1 	 -5
(159,south)	 (4,1) ---> (4,2)	 1 ---> 1	1 ---> 1 	 -1
(159,north)	 (4,1) ---> (4,0)	 1 ---> 1	1 ---> 1 	 -1
(159,east)	 (4,1) ---> (4,1)	 1 ---> 1	1 ---> 1 	 -2
(159,west)	 (4,1) ---> (4,1)	 1 ---> 1	1 ---> 1 	 -2
(159,pickup)	 (4,1) ---> (4,1)	 1 ---> 1	1 ---> 1 	 -5
(159,dropoff)	 (4,1) ---> (4,1)	 1 ---> 1	1 ---> 1 	 -5
(160,south)	 (0,2) ---> (0,3)	 1 ---> 1	1 ---> 1 	 -1
(160,north)	 (0,2) ---> (0,1)	 1 ---> 1	1 ---> 1 	 -1
(160,east)	 (0,2) ---> (0,2)	 1 ---> 1	1 ---> 1 	 -2
(160,west)	 (0,2) ---> (0,2)	 1 ---> 1	1 ---> 1 	 -2
(160,pickup)	 (0,2) ---> (0,2)	 1 ---> 1	1 ---> 1 	 -5
(160,dropoff)	 (0,2) ---> (0,2)	 1 ---> 1	1 ---> 1 	 -5
(161,south)	 (1,2) ---> (1,2)	 1 ---> 1	1 ---> 1 	 -2
(161,north)	 (1,2) ---> (1,1)	 1 ---> 1	1 ---> 1 	 -1
(161,east)	 (1,2) ---> (1,2)	 1 ---> 1	1 ---> 1 	 -2
(161,west)	 (1,2) ---> (1,2)	 1 ---> 1	1 ---> 1 	 -2
(161,pickup)	 (1,2) ---> (1,2)	 1 ---> 1	1 ---> 1 	 -5
(161,dropoff)	 (1,2) ---> (1,2)	 1 ---> 1	1 ---> 1 	 -5
(162,south)	 (2,2) ---> (2,3)	 1 ---> 1	1 ---> 1 	 -1
(162,north)	 (2,2) ---> (2,1)	 1 ---> 1	1 ---> 1 	 -1
(162,east)	 (2,2) ---> (2,2)	 1 ---> 1	1 ---> 1 	 -2
(162,west)	 (2,2) ---> (2,2)	 1 ---> 1	1 ---> 1 	 -2
(162,pickup)	 (2,2) ---> (2,2)	 1 ---> 1	1 ---> 1 	 -5
(162,dropoff)	 (2,2) ---> (2,2)	 1 ---> 1	1 ---> 1 	 -5
(163,south)	 (3,2) ---> (3,3)	 1 ---> 1	1 ---> 1 	 -1
(163,north)	 (3,2) ---> (3,1)	 1 ---> 1	1 ---> 1 	 -1
(163,east)	 (3,2) ---> (3,2)	 1 ---> 1	1 ---> 1 	 -2
(163,west)	 (3,2) ---> (3,2)	 1 ---> 1	1 ---> 1 	 -2
(163,pickup)	 (3,2) ---> (3,2)	 1 ---> 1	1 ---> 1 	 -5
(163,dropoff)	 (3,2) ---> (3,2)	 1 ---> 1	1 ---> 1 	 -5
(164,south)	 (4,2) ---> (4,3)	 1 ---> 1	1 ---> 1 	 -1
(164,north)	 (4,2) ---> (4,1)	 1 ---> 1	1 ---> 1 	 -1
(164,east)	 (4,2) ---> (4,2)	 1 ---> 1	1 ---> 1 	 -2
(164,west)	 (4,2) ---> (4,2)	 1 ---> 1	1 ---> 1 	 -2
(164,pickup)	 (4,2) ---> (4,2)	 1 ---> 1	1 ---> 1 	 -5
(164,dropoff)	 (4,2) ---> (4,2)	 1 ---> 1	1 ---> 1 	 -5
(165,south)	 (0,3) ---> (0,3)	 1 ---> 1	1 ---> 1 	 -2
(165,north)	 (0,3) ---> (0,2)	 1 ---> 1	1 ---> 1 	 -1
(165,east)	 (0,3) ---> (1,3)	 1 ---> 1	1 ---> 1 	 -1
(165,west)	 (0,3) ---> (0,3)	 1 ---> 1	1 ---> 1 	 -2
(165,pickup)	 (0,3) ---> (0,3)	 1 ---> 1	1 ---> 1 	 -5
(165,dropoff)	 (0,3) ---> (0,3)	 1 ---> 1	1 ---> 1 	 -5
(166,south)	 (1,3) ---> (1,4)	 1 ---> 1	1 ---> 1 	 -1
(166,north)	 (1,3) ---> (1,3)	 1 ---> 1	1 ---> 1 	 -2
(166,east)	 (1,3) ---> (2,3)	 1 ---> 1	1 ---> 1 	 -1
(166,west)	 (1,3) ---> (0,3)	 1 ---> 1	1 ---> 1 	 -1
(166,pickup)	 (1,3) ---> (1,3)	 1 ---> 1	1 ---> 1 	 -5
(166,dropoff)	 (1,3) ---> (1,3)	 1 ---> 1	1 ---> 1 	 -5
(167,south)	 (2,3) ---> (2,3)	 1 ---> 1	1 ---> 1 	 -2
(167,north)	 (2,3) ---> (2,2)	 1 ---> 1	1 ---> 1 	 -1
(167,east)	 (2,3) ---> (2,3)	 1 ---> 1	1 ---> 1 	 -2
(167,west)	 (2,3) ---> (1,3)	 1 ---> 1	1 ---> 1 	 -1
(167,pickup)	 (2,3) ---> (2,3)	 1 ---> 1	1 ---> 1 	 -5
(167,dropoff)	 (2,3) ---> (2,3)	 1 ---> 1	1 ---> 1 	 -5
(168,south)	 (3,3) ---> (3,4)	 1 ---> 1	1 ---> 1 	 -1
(168,north)	 (3,3) ---> (3,2)	 1 ---> 1	1 ---> 1 	 -1
(168,east)	 (3,3) ---> (3,3)	 1 ---> 1	1 ---> 1 	 -2
(168,west)	 (3,3) ---> (3,3)	 1 ---> 1	1 ---> 1 	 -2
(168,pickup)	 (3,3) ---> (3,3)	 1 ---> 1	1 ---> 1 	 -5
(168,dropoff)	 (3,3) ---> (3,3)	 1 ---> 1	1 ---> 1 	 -5
(169,south)	 (4,3) ---> (4,3)	 1 ---> 1	1 ---> 1 	 -2
(169,north)	 (4,3) ---> (4,2)	 1 ---> 1	1 ---> 1 	 -1
(169,east)	 (4,3) ---> (4,3)	 1 ---> 1	1 ---> 1 	 -2
(169,west)	 (4,3) ---> (4,3)	 1 ---> 1	1 ---> 1 	 -2
(169,pickup)	 (4,3) ---> (4,3)	 1 ---> 1	1 ---> 1 	 -5
(169,dropoff)	 (4,3) ---> (4,3)	 1 ---> 1	1 ---> 1 	 -5
(170,south)	 (0,4) ---> (0,4)	 1 ---> 1	1 ---> 1 	 -2
(170,north)	 (0,4) ---> (0,4)	 1 ---> 1	1 ---> 1 	 -2
(170,east)	 (0,4) ---> (1,4)	 1 ---> 1	1 ---> 1 	 -1
(170,west)	 (0,4) ---> (0,4)	 1 ---> 1	1 ---> 1 	 -2
(170,pickup)	 (0,4) ---> (0,4)	 1 ---> 1	1 ---> 1 	 -5
(170,dropoff)	 (0,4) ---> (0,4)	 1 ---> 1	1 ---> 1 	 -5
(171,south)	 (1,4) ---> (1,4)	 1 ---> 1	1 ---> 1 	 -2
(171,north)	 (1,4) ---> (1,3)	 1 ---> 1	1 ---> 1 	 -1
(171,east)	 (1,4) ---> (1,4)	 1 ---> 1	1 ---> 1 	 -2
(171,west)	 (1,4) ---> (0,4)	 1 ---> 1	1 ---> 1 	 -1
(171,pickup)	 (1,4) ---> (1,4)	 1 ---> 1	1 ---> 1 	 -5
(171,dropoff)	 (1,4) ---> (1,4)	 1 ---> 1	1 ---> 1 	 -5
(172,south)	 (2,4) ---> (2,4)	 1 ---> 1	1 ---> 1 	 -2
(172,north)	 (2,4) ---> (2,4)	 1 ---> 1	1 ---> 1 	 -2
(172,east)	 (2,4) ---> (3,4)	 1 ---> 1	1 ---> 1 	 -1
(172,west)	 (2,4) ---> (2,4)	 1 ---> 1	1 ---> 1 	 -2
(172,pickup)	 (2,4) ---> (2,4)	 1 ---> 1	1 ---> 1 	 -5
(172,dropoff)	 (2,4) ---> (2,4)	 1 ---> 1	1 ---> 1 	 -5
(173,south)	 (3,4) ---> (3,4)	 1 ---> 1	1 ---> 1 	 -2
(173,north)	 (3,4) ---> (3,3)	 1 ---> 1	1 ---> 1 	 -1
(173,east)	 (3,4) ---> (4,4)	 1 ---> 1	1 ---> 1 	 -1
(173,west)	 (3,4) ---> (2,4)	 1 ---> 1	1 ---> 1 	 -1
(173,pickup)	 (3,4) ---> (3,4)	 1 ---> 1	1 ---> 1 	 -5
(173,dropoff)	 (3,4) ---> (3,4)	 1 ---> 1	1 ---> 1 	 -5
(174,south)	 (4,4) ---> (4,4)	 1 ---> 1	1 ---> 1 	 -2
(174,north)	 (4,4) ---> (4,4)	 1 ---> 1	1 ---> 1 	 -2
(174,east)	 (4,4) ---> (4,4)	 1 ---> 1	1 ---> 1 	 -2
(174,west)	 (4,4) ---> (3,4)	 1 ---> 1	1 ---> 1 	 -1
(174,pickup)	 (4,4) ---> (4,4)	 1 ---> 1	1 ---> 1 	 -5
(174,dropoff)	 (4,4) ---> (4,4)	 1 ---> 1	1 ---> 1 	 -5
(175,south)	 (0,0) ---> (0,1)	 2 ---> 2	1 ---> 1 	 -1
(175,north)	 (0,0) ---> (0,0)	 2 ---> 2	1 ---> 1 	 -2
(175,east)	 (0,0) ---> (1,0)	 2 ---> 2	1 ---> 1 	 -1
(175,west)	 (0,0) ---> (0,0)	 2 ---> 2	1 ---> 1 	 -2
(175,pickup)	 (0,0) ---> (0,0)	 2 ---> 2	1 ---> 1 	 -5
(175,dropoff)	 (0,0) ---> (0,0)	 2 ---> 2	1 ---> 1 	 -5
(176,south)	 (1,0) ---> (1,1)	 2 ---> 2	1 ---> 1 	 -1
(176,north)	 (1,0) ---> (1,0)	 2 ---> 2	1 ---> 1 	 -2
(176,east)	 (1,0) ---> (2,0)	 2 ---> 2	1 ---> 1 	 -1
(176,west)	 (1,0) ---> (0,0)	 2 ---> 2	1 ---> 1 	 -1
(176,pickup)	 (1,0) ---> (1,0)	 2 ---> 2	1 ---> 1 	 -5
(176,dropoff)	 (1,0) ---> (1,0)	 2 ---> 2	1 ---> 1 	 -5
(177,south)	 (2,0) ---> (2,0)	 2 ---> 2	1 ---> 1 	 -2
(177,north)	 (2,0) ---> (2,0)	 2 ---> 2	1 ---> 1 	 -2
(177,east)	 (2,0) ---> (3,0)	 2 ---> 2	1 ---> 1 	 -1
(177,west)	 (2,0) ---> (1,0)	 2 ---> 2	1 ---> 1 	 -1
(177,pickup)	 (2,0) ---> (2,0)	 2 ---> 2	1 ---> 1 	 -5
(177,dropoff)	 (2,0) ---> (2,0)	 2 ---> 2	1 ---> 1 	 -5
(178,south)	 (3,0) ---> (3,0)	 2 ---> 2	1 ---> 1 	 -2
(178,north)	 (3,0) ---> (3,0)	 2 ---> 2	1 ---> 1 	 -2
(178,east)	 (3,0) ---> (4,0)	 2 ---> 2	1 ---> 1 	 -1
(178,west)	 (3,0) ---> (2,0)	 2 ---> 2	1 ---> 1 	 -1
(178,pickup)	 (3,0) ---> (3,0)	 2 ---> 2	1 ---> 1 	 -5
(178,dropoff)	 (3,0) ---> (3,0)	 2 ---> 2	1 ---> 1 	 -5
(179,south)	 (4,0) ---> (4,1)	 2 ---> 2	1 ---> 1 	 -1
(179,north)	 (4,0) ---> (4,0)	 2 ---> 2	1 ---> 1 	 -2
(179,east)	 (4,0) ---> (4,0)	 2 ---> 2	1 ---> 1 	 -2
(179,west)	 (4,0) ---> (3,0)	 2 ---> 2	1 ---> 1 	 -1
(179,pickup)	 (4,0) ---> (4,0)	 2 ---> 2	1 ---> 1 	 -5
(179,dropoff)	 (4,0) ---> (4,0)	 2 ---> 2	1 ---> 1 	 -5
(180,south)	 (0,1) ---> (0,2)	 2 ---> 2	1 ---> 1 	 -1
(180,north)	 (0,1) ---> (0,0)	 2 ---> 2	1 ---> 1 	 -1
(180,east)	 (0,1) ---> (0,1)	 2 ---> 2	1 ---> 1 	 -2
(180,west)	 (0,1) ---> (0,1)	 2 ---> 2	1 ---> 1 	 -2
(180,pickup)	 (0,1) ---> (0,1)	 2 ---> 2	1 ---> 1 	 -5
(180,dropoff)	 (0,1) ---> (0,1)	 2 ---> 2	1 ---> 1 	 -5
(181,south)	 (1,1) ---> (1,2)	 2 ---> 2	1 ---> 1 	 -1
(181,north)	 (1,1) ---> (1,0)	 2 ---> 2	1 ---> 1 	 -1
(181,east)	 (1,1) ---> (1,1)	 2 ---> 2	1 ---> 1 	 -2
(181,west)	 (1,1) ---> (1,1)	 2 ---> 2	1 ---> 1 	 -2
(181,pickup)	 (1,1) ---> (1,1)	 2 ---> 2	1 ---> 1 	 -5
(181,dropoff)	 (1,1) ---> (1,1)	 2 ---> 2	1 ---> 1 	 -5
(182,south)	 (2,1) ---> (2,2)	 2 ---> 2	1 ---> 1 	 -1
(182,north)	 (2,1) ---> (2,1)	 2 ---> 2	1 ---> 1 	 -2
(182,east)	 (2,1) ---> (3,1)	 2 ---> 2	1 ---> 1 	 -1
(182,west)	 (2,1) ---> (2,1)	 2 ---> 2	1 ---> 1 	 -2
(182,pickup)	 (2,1) ---> (2,1)	 2 ---> 2	1 ---> 1 	 -5
(182,dropoff)	 (2,1) ---> (2,1)	 2 ---> 2	1 ---> 1 	 -5
(183,south)	 (3,1) ---> (3,2)	 2 ---> 2	1 ---> 1 	 -1
(183,north)	 (3,1) ---> (3,1)	 2 ---> 2	1 ---> 1 	 -2
(183,east)	 (3,1) ---> (3,1)	 2 ---> 2	1 ---> 1 	 -2
(183,west)	 (3,1) ---> (2,1)	 2 ---> 2	1 ---> 1 	 -1
(183,pickup)	 (3,1) ---> (3,1)	 2 ---> 2	1 ---> 1 	 -5
(183,dropoff)	 (3,1) ---> (3,1)	 2 ---> 2	1 ---> 1 	 -5
(184,south)	 (4,1) ---> (4,2)	 2 ---> 2	1 ---> 1 	 -1
(184,north)	 (4,1) ---> (4,0)	 2 ---> 2	1 ---> 1 	 -1
(184,east)	 (4,1) ---> (4,1)	 2 ---> 2	1 ---> 1 	 -2
(184,west)	 (4,1) ---> (4,1)	 2 ---> 2	1 ---> 1 	 -2
(184,pickup)	 (4,1) ---> (4,1)	 2 ---> 2	1 ---> 1 	 -5
(184,dropoff)	 (4,1) ---> (4,1)	 2 ---> 2	1 ---> 1 	 -5
(185,south)	 (0,2) ---> (0,3)	 2 ---> 2	1 ---> 1 	 -1
(185,north)	 (0,2) ---> (0,1)	 2 ---> 2	1 ---> 1 	 -1
(185,east)	 (0,2) ---> (0,2)	 2 ---> 2	1 ---> 1 	 -2
(185,west)	 (0,2) ---> (0,2)	 2 ---> 2	1 ---> 1 	 -2
(185,pickup)	 (0,2) ---> (0,2)	 2 ---> 2	1 ---> 1 	 -5
(185,dropoff)	 (0,2) ---> (0,2)	 2 ---> 2	1 ---> 1 	 -5
(186,south)	 (1,2) ---> (1,2)	 2 ---> 2	1 ---> 1 	 -2
(186,north)	 (1,2) ---> (1,1)	 2 ---> 2	1 ---> 1 	 -1
(186,east)	 (1,2) ---> (1,2)	 2 ---> 2	1 ---> 1 	 -2
(186,west)	 (1,2) ---> (1,2)	 2 ---> 2	1 ---> 1 	 -2
(186,pickup)	 (1,2) ---> (1,2)	 2 ---> 2	1 ---> 1 	 -5
(186,dropoff)	 (1,2) ---> (1,2)	 2 ---> 2	1 ---> 1 	 -5
(187,south)	 (2,2) ---> (2,3)	 2 ---> 2	1 ---> 1 	 -1
(187,north)	 (2,2) ---> (2,1)	 2 ---> 2	1 ---> 1 	 -1
(187,east)	 (2,2) ---> (2,2)	 2 ---> 2	1 ---> 1 	 -2
(187,west)	 (2,2) ---> (2,2)	 2 ---> 2	1 ---> 1 	 -2
(187,pickup)	 (2,2) ---> (2,2)	 2 ---> 2	1 ---> 1 	 -5
(187,dropoff)	 (2,2) ---> (2,2)	 2 ---> 2	1 ---> 1 	 -5
(188,south)	 (3,2) ---> (3,3)	 2 ---> 2	1 ---> 1 	 -1
(188,north)	 (3,2) ---> (3,1)	 2 ---> 2	1 ---> 1 	 -1
(188,east)	 (3,2) ---> (3,2)	 2 ---> 2	1 ---> 1 	 -2
(188,west)	 (3,2) ---> (3,2)	 2 ---> 2	1 ---> 1 	 -2
(188,pickup)	 (3,2) ---> (3,2)	 2 ---> 2	1 ---> 1 	 -5
(188,dropoff)	 (3,2) ---> (3,2)	 2 ---> 2	1 ---> 1 	 -5
(189,south)	 (4,2) ---> (4,3)	 2 ---> 2	1 ---> 1 	 -1
(189,north)	 (4,2) ---> (4,1)	 2 ---> 2	1 ---> 1 	 -1
(189,east)	 (4,2) ---> (4,2)	 2 ---> 2	1 ---> 1 	 -2
(189,west)	 (4,2) ---> (4,2)	 2 ---> 2	1 ---> 1 	 -2
(189,pickup)	 (4,2) ---> (4,2)	 2 ---> 2	1 ---> 1 	 -5
(189,dropoff)	 (4,2) ---> (4,2)	 2 ---> 2	1 ---> 1 	 -5
(190,south)	 (0,3) ---> (0,3)	 2 ---> 2	1 ---> 1 	 -2
(190,north)	 (0,3) ---> (0,2)	 2 ---> 2	1 ---> 1 	 -1
(190,east)	 (0,3) ---> (1,3)	 2 ---> 2	1 ---> 1 	 -1
(190,west)	 (0,3) ---> (0,3)	 2 ---> 2	1 ---> 1 	 -2
(190,pickup)	 (0,3) ---> (0,3)	 2 ---> 2	1 ---> 1 	 -5
(190,dropoff)	 (0,3) ---> (0,3)	 2 ---> 2	1 ---> 1 	 -5
(191,south)	 (1,3) ---> (1,4)	 2 ---> 2	1 ---> 1 	 -1
(191,north)	 (1,3) ---> (1,3)	 2 ---> 2	1 ---> 1 	 -2
(191,east)	 (1,3) ---> (2,3)	 2 ---> 2	1 ---> 1 	 -1
(191,west)	 (1,3) ---> (0,3)	 2 ---> 2	1 ---> 1 	 -1
(191,pickup)	 (1,3) ---> (1,3)	 2 ---> 2	1 ---> 1 	 -5
(191,dropoff)	 (1,3) ---> (1,3)	 2 ---> 2	1 ---> 1 	 -5
(192,south)	 (2,3) ---> (2,3)	 2 ---> 2	1 ---> 1 	 -2
(192,north)	 (2,3) ---> (2,2)	 2 ---> 2	1 ---> 1 	 -1
(192,east)	 (2,3) ---> (2,3)	 2 ---> 2	1 ---> 1 	 -2
(192,west)	 (2,3) ---> (1,3)	 2 ---> 2	1 ---> 1 	 -1
(192,pickup)	 (2,3) ---> (2,3)	 2 ---> 2	1 ---> 1 	 -5
(192,dropoff)	 (2,3) ---> (2,3)	 2 ---> 2	1 ---> 1 	 -5
(193,south)	 (3,3) ---> (3,4)	 2 ---> 2	1 ---> 1 	 -1
(193,north)	 (3,3) ---> (3,2)	 2 ---> 2	1 ---> 1 	 -1
(193,east)	 (3,3) ---> (3,3)	 2 ---> 2	1 ---> 1 	 -2
(193,west)	 (3,3) ---> (3,3)	 2 ---> 2	1 ---> 1 	 -2
(193,pickup)	 (3,3) ---> (3,3)	 2 ---> 2	1 ---> 1 	 -5
(193,dropoff)	 (3,3) ---> (3,3)	 2 ---> 2	1 ---> 1 	 -5
(194,south)	 (4,3) ---> (4,3)	 2 ---> 2	1 ---> 1 	 -2
(194,north)	 (4,3) ---> (4,2)	 2 ---> 2	1 ---> 1 	 -1
(194,east)	 (4,3) ---> (4,3)	 2 ---> 2	1 ---> 1 	 -2
(194,west)	 (4,3) ---> (4,3)	 2 ---> 2	1 ---> 1 	 -2
(194,pickup)	 (4,3) ---> (4,3)	 2 ---> 2	1 ---> 1 	 -5
(194,dropoff)	 (4,3) ---> (4,3)	 2 ---> 2	1 ---> 1 	 -5
(195,south)	 (0,4) ---> (0,4)	 2 ---> 2	1 ---> 1 	 -2
(195,north)	 (0,4) ---> (0,4)	 2 ---> 2	1 ---> 1 	 -2
(195,east)	 (0,4) ---> (1,4)	 2 ---> 2	1 ---> 1 	 -1
(195,west)	 (0,4) ---> (0,4)	 2 ---> 2	1 ---> 1 	 -2
(195,pickup)	 (0,4) ---> (0,4)	 2 ---> 2	1 ---> 1 	 -5
(195,dropoff)	 (0,4) ---> (0,4)	 2 ---> 2	1 ---> 1 	 -5
(196,south)	 (1,4) ---> (1,4)	 2 ---> 2	1 ---> 1 	 -2
(196,north)	 (1,4) ---> (1,3)	 2 ---> 2	1 ---> 1 	 -1
(196,east)	 (1,4) ---> (1,4)	 2 ---> 2	1 ---> 1 	 -2
(196,west)	 (1,4) ---> (0,4)	 2 ---> 2	1 ---> 1 	 -1
(196,pickup)	 (1,4) ---> (1,4)	 2 ---> 2	1 ---> 1 	 -5
(196,dropoff)	 (1,4) ---> (1,4)	 2 ---> 2	1 ---> 1 	 -5
(197,south)	 (2,4) ---> (2,4)	 2 ---> 2	1 ---> 1 	 -2
(197,north)	 (2,4) ---> (2,4)	 2 ---> 2	1 ---> 1 	 -2
(197,east)	 (2,4) ---> (3,4)	 2 ---> 2	1 ---> 1 	 -1
(197,west)	 (2,4) ---> (2,4)	 2 ---> 2	1 ---> 1 	 -2
(197,pickup)	 (2,4) ---> (2,4)	 2 ---> 2	1 ---> 1 	 -5
(197,dropoff)	 (2,4) ---> (2,4)	 2 ---> 2	1 ---> 1 	 -5
(198,south)	 (3,4) ---> (3,4)	 2 ---> 2	1 ---> 1 	 -2
(198,north)	 (3,4) ---> (3,3)	 2 ---> 2	1 ---> 1 	 -1
(198,east)	 (3,4) ---> (4,4)	 2 ---> 2	1 ---> 1 	 -1
(198,west)	 (3,4) ---> (2,4)	 2 ---> 2	1 ---> 1 	 -1
(198,pickup)	 (3,4) ---> (3,4)	 2 ---> 4	1 ---> 1 	 10
(198,dropoff)	 (3,4) ---> (3,4)	 2 ---> 2	1 ---> 1 	 -5
(199,south)	 (4,4) ---> (4,4)	 2 ---> 2	1 ---> 1 	 -2
(199,north)	 (4,4) ---> (4,4)	 2 ---> 2	1 ---> 1 	 -2
(199,east)	 (4,4) ---> (4,4)	 2 ---> 2	1 ---> 1 	 -2
(199,west)	 (4,4) ---> (3,4)	 2 ---> 2	1 ---> 1 	 -1
(199,pickup)	 (4,4) ---> (4,4)	 2 ---> 2	1 ---> 1 	 -5
(199,dropoff)	 (4,4) ---> (4,4)	 2 ---> 2	1 ---> 1 	 -5
(200,south)	 (0,0) ---> (0,1)	 3 ---> 3	1 ---> 1 	 -1
(200,north)	 (0,0) ---> (0,0)	 3 ---> 3	1 ---> 1 	 -2
(200,east)	 (0,0) ---> (1,0)	 3 ---> 3	1 ---> 1 	 -1
(200,west)	 (0,0) ---> (0,0)	 3 ---> 3	1 ---> 1 	 -2
(200,pickup)	 (0,0) ---> (0,0)	 3 ---> 3	1 ---> 1 	 -5
(200,dropoff)	 (0,0) ---> (0,0)	 3 ---> 3	1 ---> 1 	 -5
(201,south)	 (1,0) ---> (1,1)	 3 ---> 3	1 ---> 1 	 -1
(201,north)	 (1,0) ---> (1,0)	 3 ---> 3	1 ---> 1 	 -2
(201,east)	 (1,0) ---> (2,0)	 3 ---> 3	1 ---> 1 	 -1
(201,west)	 (1,0) ---> (0,0)	 3 ---> 3	1 ---> 1 	 -1
(201,pickup)	 (1,0) ---> (1,0)	 3 ---> 3	1 ---> 1 	 -5
(201,dropoff)	 (1,0) ---> (1,0)	 3 ---> 3	1 ---> 1 	 -5
(202,south)	 (2,0) ---> (2,0)	 3 ---> 3	1 ---> 1 	 -2
(202,north)	 (2,0) ---> (2,0)	 3 ---> 3	1 ---> 1 	 -2
(202,east)	 (2,0) ---> (3,0)	 3 ---> 3	1 ---> 1 	 -1
(202,west)	 (2,0) ---> (1,0)	 3 ---> 3	1 ---> 1 	 -1
(202,pickup)	 (2,0) ---> (2,0)	 3 ---> 3	1 ---> 1 	 -5
(202,dropoff)	 (2,0) ---> (2,0)	 3 ---> 3	1 ---> 1 	 -5
(203,south)	 (3,0) ---> (3,0)	 3 ---> 3	1 ---> 1 	 -2
(203,north)	 (3,0) ---> (3,0)	 3 ---> 3	1 ---> 1 	 -2
(203,east)	 (3,0) ---> (4,0)	 3 ---> 3	1 ---> 1 	 -1
(203,west)	 (3,0) ---> (2,0)	 3 ---> 3	1 ---> 1 	 -1
(203,pickup)	 (3,0) ---> (3,0)	 3 ---> 3	1 ---> 1 	 -5
(203,dropoff)	 (3,0) ---> (3,0)	 3 ---> 3	1 ---> 1 	 -5
(204,south)	 (4,0) ---> (4,1)	 3 ---> 3	1 ---> 1 	 -1
(204,north)	 (4,0) ---> (4,0)	 3 ---> 3	1 ---> 1 	 -2
(204,east)	 (4,0) ---> (4,0)	 3 ---> 3	1 ---> 1 	 -2
(204,west)	 (4,0) ---> (3,0)	 3 ---> 3	1 ---> 1 	 -1
(204,pickup)	 (4,0) ---> (4,0)	 3 ---> 3	1 ---> 1 	 -5
(204,dropoff)	 (4,0) ---> (4,0)	 3 ---> 3	1 ---> 1 	 -5
(205,south)	 (0,1) ---> (0,2)	 3 ---> 3	1 ---> 1 	 -1
(205,north)	 (0,1) ---> (0,0)	 3 ---> 3	1 ---> 1 	 -1
(205,east)	 (0,1) ---> (0,1)	 3 ---> 3	1 ---> 1 	 -2
(205,west)	 (0,1) ---> (0,1)	 3 ---> 3	1 ---> 1 	 -2
(205,pickup)	 (0,1) ---> (0,1)	 3 ---> 3	1 ---> 1 	 -5
(205,dropoff)	 (0,1) ---> (0,1)	 3 ---> 3	1 ---> 1 	 -5
(206,south)	 (1,1) ---> (1,2)	 3 ---> 3	1 ---> 1 	 -1
(206,north)	 (1,1) ---> (1,0)	 3 ---> 3	1 ---> 1 	 -1
(206,east)	 (1,1) ---> (1,1)	 3 ---> 3	1 ---> 1 	 -2
(206,west)	 (1,1) ---> (1,1)	 3 ---> 3	1 ---> 1 	 -2
(206,pickup)	 (1,1) ---> (1,1)	 3 ---> 3	1 ---> 1 	 -5
(206,dropoff)	 (1,1) ---> (1,1)	 3 ---> 3	1 ---> 1 	 -5
(207,south)	 (2,1) ---> (2,2)	 3 ---> 3	1 ---> 1 	 -1
(207,north)	 (2,1) ---> (2,1)	 3 ---> 3	1 ---> 1 	 -2
(207,east)	 (2,1) ---> (3,1)	 3 ---> 3	1 ---> 1 	 -1
(207,west)	 (2,1) ---> (2,1)	 3 ---> 3	1 ---> 1 	 -2
(207,pickup)	 (2,1) ---> (2,1)	 3 ---> 3	1 ---> 1 	 -5
(207,dropoff)	 (2,1) ---> (2,1)	 3 ---> 3	1 ---> 1 	 -5
(208,south)	 (3,1) ---> (3,2)	 3 ---> 3	1 ---> 1 	 -1
(208,north)	 (3,1) ---> (3,1)	 3 ---> 3	1 ---> 1 	 -2
(208,east)	 (3,1) ---> (3,1)	 3 ---> 3	1 ---> 1 	 -2
(208,west)	 (3,1) ---> (2,1)	 3 ---> 3	1 ---> 1 	 -1
(208,pickup)	 (3,1) ---> (3,1)	 3 ---> 3	1 ---> 1 	 -5
(208,dropoff)	 (3,1) ---> (3,1)	 3 ---> 3	1 ---> 1 	 -5
(209,south)	 (4,1) ---> (4,2)	 3 ---> 3	1 ---> 1 	 -1
(209,north)	 (4,1) ---> (4,0)	 3 ---> 3	1 ---> 1 	 -1
(209,east)	 (4,1) ---> (4,1)	 3 ---> 3	1 ---> 1 	 -2
(209,west)	 (4,1) ---> (4,1)	 3 ---> 3	1 ---> 1 	 -2
(209,pickup)	 (4,1) ---> (4,1)	 3 ---> 3	1 ---> 1 	 -5
(209,dropoff)	 (4,1) ---> (4,1)	 3 ---> 3	1 ---> 1 	 -5
(210,south)	 (0,2) ---> (0,3)	 3 ---> 3	1 ---> 1 	 -1
(210,north)	 (0,2) ---> (0,1)	 3 ---> 3	1 ---> 1 	 -1
(210,east)	 (0,2) ---> (0,2)	 3 ---> 3	1 ---> 1 	 -2
